ngay,ma_ngoai_te,ten_ngoai_te,mua_tien_mat,mua_chuyen_khoan,ban
2/11/2020,DKK,DANISH KRONE,-,3333.1,3458.27
2/11/2020,INR,INDIAN RUPEE,-,325.56,338.33
2/11/2020,KRW,KOREAN WON,17.96,18.9,20.71
2/11/2020,KWD,KUWAITI DINAR,-,76119.5,79106.09
2/11/2020,MYR,MALAYSIAN RINGGIT,-,5563.32,5680.6
2/11/2020,NOK,NORWEGIAN KRONER,-,2458.36,2560.9
2/11/2020,RUB,RUSSIAN RUBLE,-,362.43,403.85
2/11/2020,SAR,SAUDI RIAL,-,6183.97,6426.61
2/11/2020,SEK,SWEDISH KRONA,-,2362.3,2451.01
2/12/2020,USD,US DOLLAR,23140,23170,23310
2/12/2020,EUR,EURO,24850.97,25101.99,25986.43
2/12/2020,GBP,POUND STERLING,29669.73,29969.42,30296.68
2/12/2020,JPY,YEN,204.42,206.48,213.75
2/12/2020,AUD,AUSTRALIAN DOLLAR,15322.68,15477.45,15803.72
2/12/2020,SGD,SINGAPORE DOLLAR,16504.61,16671.32,16887.11
2/12/2020,THB,THAILAND BAHT,657.14,730.16,763.67
2/12/2020,CAD,CANADIAN DOLLAR,17146.09,17319.28,17684.37
2/12/2020,CHF,SWISS FRANC,23349.06,23584.91,24082.08
2/12/2020,HKD,HONGKONG DOLLAR,2940.86,2970.57,3015.04
2/12/2020,CNY,YUAN RENMINBI,3270.75,3303.79,3373.44
2/12/2020,DKK,DANISH KRONE,-,3333.86,3459.05
2/12/2020,INR,INDIAN RUPEE,-,325.25,338.01
2/12/2020,KRW,KOREAN WON,18.01,18.96,20.78
2/12/2020,KWD,KUWAITI DINAR,-,76261.95,79254.16
2/12/2020,MYR,MALAYSIAN RINGGIT,-,5569.01,5686.4
2/12/2020,NOK,NORWEGIAN KRONER,-,2464.61,2567.42
2/12/2020,RUB,RUSSIAN RUBLE,-,367.14,409.1
2/12/2020,SAR,SAUDI RIAL,-,6181.48,6424.01
2/12/2020,SEK,SWEDISH KRONA,-,2370.46,2459.48
2/13/2020,USD,US DOLLAR,23135,23165,23305
2/13/2020,EUR,EURO,24745.47,24995.42,25876.11
2/13/2020,GBP,POUND STERLING,29640.46,29939.86,30266.8
2/13/2020,JPY,YEN,204.26,206.32,213.59
2/13/2020,AUD,AUSTRALIAN DOLLAR,15307.99,15462.62,15788.59
2/13/2020,SGD,SINGAPORE DOLLAR,16476.08,16642.5,16857.92
2/13/2020,THB,THAILAND BAHT,657.22,730.24,763.75
2/13/2020,CAD,CANADIAN DOLLAR,17188.99,17362.62,17728.63
2/13/2020,CHF,SWISS FRANC,23277.2,23512.32,24007.97
2/13/2020,HKD,HONGKONG DOLLAR,2939.32,2969.01,3013.46
2/13/2020,CNY,YUAN RENMINBI,3262.97,3295.93,3365.41
2/13/2020,DKK,DANISH KRONE,-,3320.09,3444.77
2/13/2020,INR,INDIAN RUPEE,-,325.13,337.89
2/13/2020,KRW,KOREAN WON,17.98,18.93,20.74
2/13/2020,KWD,KUWAITI DINAR,-,76045.42,79029.14
2/13/2020,MYR,MALAYSIAN RINGGIT,-,5557.04,5674.19
2/13/2020,NOK,NORWEGIAN KRONER,-,2462.72,2565.45
2/13/2020,RUB,RUSSIAN RUBLE,-,366.67,408.58
2/13/2020,SAR,SAUDI RIAL,-,6180.15,6422.63
2/13/2020,SEK,SWEDISH KRONA,-,2364.74,2453.55
